candidate_id,drug_ingredient,nutrient,relation_type,mechanism,source_status,source_url_or_basis,itemseqs_checked,evidence_snippet,source_checked_at,evidence_strength,risk_level,potassium_safety_card,pass_to_draft,rejection_or_needs_review_reason,safe_user_copy,internal_note,adversarial_verdict,adversarial_itemseq,adversarial_quote
F-ONC-03,경구 항암제 일반(이마티닙/카페시타빈 등),비타민D,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,고위험·seed 미포함.,,,,,
F-SSRI-01,에스시탈로프람,마그네슘,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,정신건강 민감군·근거 불충분. clinical reviewer 트랙에서만.,,,,,
F-SSRI-02,설트랄린,마그네슘,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,정신건강 민감군. clinical reviewer 트랙에서만.,,,,,
F-BZD-01,알프라졸람,마그네슘,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,정신건강 민감군. clinical reviewer 트랙에서만.,,,,,
F-BZD-02,졸피뎀,마그네슘,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,정신건강 민감군. clinical reviewer 트랙에서만.,,,,,
F-AP-01,쿠에티아핀,비타민D,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,정신건강 민감군·근거 불충분. clinical reviewer 트랙에서만.,,,,,
F-OC-01,드로스피레논,엽산,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,여성건강 민감군·근거 불충분. clinical reviewer 트랙에서만.,,,,,
F-PED-01,소아 일반(미지정),비타민D,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,소아 민감군·체중당용량·근거 불충분. clinical reviewer 트랙에서만.,,,,,
F-HERB-01,세인트존스워트(성요한풀),다수 약물(영양소 외),unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,out_of_scope,high,false,false,허브-약물 상호작용(CYP3A4/P-gp 유도)·광범위·고위험 — 참고정보 베타 범위 밖.,,,,,
F-HERB-02,밀크씨슬(실리마린),CYP 기질 약물,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,out_of_scope,moderate,false,false,허브-약물 상호작용·근거 혼재·베타 범위 밖.,,,,,
F-HERB-03,은행잎(징코빌로바),항혈소판/항응고 약물,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,out_of_scope,high,false,false,허브-약물 상호작용(항혈소판 강화·출혈)·베타 범위 밖.,,,,,
H-KSPAR-01,스피로노락톤,칼륨,rise,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,wrong_direction_high_risk,high,false,false,칼륨 상승(고칼륨혈증) 방향 — depletion 반대. 칼륨 보충 병용 금기 방향. PM 정책 결정 전 hold.,,potassium_safety_card 승계 필요(승격 시).,,,
H-KSPAR-02,에플레레논,칼륨,rise,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,wrong_direction_high_risk,high,false,false,칼륨 상승 방향. PM 정책 대기.,,,,,
H-KSPAR-03,아밀로라이드,칼륨,rise,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,wrong_direction_high_risk,high,false,false,칼륨 상승 방향. 국내 주로 복합제. PM 정책 대기.,,,,,
H-KSPAR-04,트리암테렌,칼륨,rise,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,wrong_direction_high_risk,high,false,false,칼륨 상승 방향. 엽산 길항은 별도 트랙. PM 정책 대기.,,,,,
H-WARN-01,스피로노락톤(+ACEi/ARB 병용),칼륨,rise,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,drug_drug_out_of_scope,high,false,false,약-약 상호작용(칼륨 상승) — 약-영양소 고갈 factory 범위 밖. PM 분류.,,,,,
